en	hi	sat	src	kind	pos	flags	variants
splendid		ᱟᱫᱤ ᱪᱮᱦᱮᱨᱟᱱᱹᱟᱜ	GATITOS	word			
split		ᱠᱮᱪᱟᱜ	GATITOS	word			ᱵᱷᱟᱜ|GATITOS
spoil		ᱱᱚᱥᱴ	GATITOS	word			
spoiled		ᱱᱮᱪᱲᱟ	GATITOS	word			
spontaneous		ᱥᱯᱱᱴᱮᱱᱤᱟᱥ	GATITOS	word			
spoon		ᱪᱟᱢᱪ	GATITOS	word			
spot		ᱡᱟᱭᱜᱟ	GATITOS	word			ᱴᱷᱟᱶ|GATITOS
spouse		ᱵᱟᱦᱩ	GATITOS	word			ᱡᱟᱣᱟᱸᱭ|GATITOS
spread		ᱯᱟᱥᱱᱟᱣ	GATITOS	word			
spring		ᱱᱤᱨᱚᱱ ᱨᱤᱛᱩ	GATITOS	word			
square		ᱪᱟᱹᱣᱠᱤᱭᱟᱹ	GATITOS	word			
squeeze		ᱥᱠᱤᱩᱡᱤᱮ	GATITOS	word			
squid		ᱥᱠᱩᱰ	GATITOS	word			
Squirrel	गिलहरी	ᱛᱩᱲ	Hembram/Category	word	animal		ᱛᱳᱹᱲ|GATITOS
Sranan Tongo		ᱥᱨᱟᱱᱟᱱ ᱴᱚᱝᱜᱚ	Hembram/Glossary	word			
st		ᱥᱴ	GATITOS	word			
stab		ᱛᱷᱟᱯᱱ	GATITOS	word			
stable		ᱫᱷᱤᱨᱛᱟ	GATITOS	word			
stack		ᱥᱟᱨᱟᱱ-ᱛᱮ	GATITOS	word		hyphen:1	
staff		ᱠᱟᱹᱢᱤ ᱦᱚᱲ	GATITOS	word			
stage		ᱥᱴᱮᱡ	GATITOS	word			
stain		ᱫᱟᱜ	GATITOS	word			
stairs		ᱥᱤᱹᱲᱤ	GATITOS	word			
stake		ᱥᱴᱮᱠ	GATITOS	word			
stalk		ᱯᱟᱱᱡᱟ	GATITOS	word			
stall		ᱜᱚᱠᱟᱱ	GATITOS	word			
stamp		ᱥᱴᱮᱢᱯ	GATITOS	word			
stand	खड़े हो;खड़े हो जाओ	ᱛᱮᱜᱚ	GATITOS	word			
standard		ᱢᱚᱹᱟᱱ	GATITOS	word			
Standard Moroccan Tamazight		ᱢᱟᱱᱚᱠ ᱢᱚᱨᱚᱠᱟᱱ ᱴᱟᱢᱟᱡᱤᱜᱷᱛ	Hembram/Glossary	word			
star		ᱤᱯᱤᱞ	GATITOS	word			
start		ᱮᱦᱚᱵ	GATITOS	word			
started		ᱮᱦᱳᱵ	GATITOS	word			
starving		ᱨᱮᱜᱮᱹ ᱛᱮᱛᱟᱝ	GATITOS	word			
state		ᱚᱵᱚᱥᱛᱟ	GATITOS	word			
statement		ᱠᱟᱛᱷᱟ	GATITOS	word			ᱛᱷᱩᱛᱤ|GATITOS
station		ᱥᱴᱮᱥᱱ	GATITOS	word			
statue		ᱢᱩᱨᱛᱤ	Hembram/OpenDict	word			
status		ᱚᱵᱚᱥᱛᱟ	GATITOS	word			
stay		ᱛᱟᱦᱮᱸ	GATITOS	word			
stay safe		ᱵᱮᱥ ᱛᱮ ᱛᱟᱦᱮᱱ	GATITOS	word			
steady		ᱛᱷᱤᱨ	GATITOS	word			
steak		ᱥᱴᱤᱠ	GATITOS	word			
steal		ᱠᱩᱲᱩ	GATITOS	word			
steam		ᱵᱷᱟᱵᱹ	GATITOS	word			
steel		ᱥᱴᱹᱤᱞ	GATITOS	word			
steep		ᱠᱷᱚᱨᱚᱪ	GATITOS	word			
stem		ᱱᱟᱲᱤ	GATITOS	word			
step		ᱠᱚᱢ	GATITOS	word			
Step Brother	सौतेला भाई	ᱪᱷᱩᱴᱠᱤ ᱵᱚᱠᱚᱧ	Hembram/Category	word	family		
Step Daughter	सौतेली बेटी	ᱪᱷᱩᱴᱠᱤ ᱵᱚᱠᱚᱧ ᱮᱨᱟ	Hembram/Category	word	family		
Step Father	सौतेला पिता	ᱠᱟᱴ ᱵᱟᱵᱟ	Hembram/Category	word	family		
Step Mother	सौतेली माता	ᱪᱷᱩᱴᱠᱤ ᱟᱭᱚ	Hembram/Category	word	family		ᱪᱷᱩᱴᱠᱤ ᱟᱭᱳ|Hembram/OpenDict;ᱪᱷᱩᱴᱠᱤ ᱟᱭᱳ|Hembram/Glossary
Step Sister	सौतेली बहन	ᱪᱷᱩᱴᱠᱤ ᱵᱚᱠᱚᱧ ᱠᱩᱲᱤ	Hembram/Category	word	family		
Step Son	सौतेला बेटा	ᱪᱷᱩᱴᱠᱤ ᱦᱚᱯᱚᱱ	Hembram/Category	word	family		
stick		ᱴᱷᱮᱸᱜᱟ	GATITOS	word			
stiff		ᱠᱮᱴᱮᱡ	GATITOS	word			
still		ᱱᱤᱛ ᱦᱚᱸ	GATITOS	word			
sting		ᱪᱩᱵᱤᱹ	GATITOS	word			
stingy		ᱥᱴᱤᱱᱡᱤ	GATITOS	word			
stir		ᱜᱷᱟᱱᱴᱟ	GATITOS	word			
stock		ᱥᱴᱚᱠ	GATITOS	word			
stolen		ᱠᱩᱢᱵᱲᱹ	GATITOS	word			
Stomach	पेट	ᱞᱟᱡᱽ	Hembram/Category	word	body		ᱞᱟᱡ|GATITOS
stone		ᱛᱷᱤᱨᱤ	GATITOS	word			
stood		ᱛᱮᱜᱹ	GATITOS	word			
stool		ᱤᱦᱹ	GATITOS	word			
stop		ᱛᱮᱜᱩᱱ	GATITOS	word			
storage		ᱫᱦ ᱡᱟᱤᱜᱟ	GATITOS	word			
store		ᱰᱳᱠᱟᱱ	GATITOS	word			
storm		ᱦᱭ-ᱫᱟᱹ	GATITOS	word		hyphen:1	
story		ᱠᱟᱦᱱᱤ	GATITOS	word			
stove		ᱥᱴᱳᱵᱹ	GATITOS	word			
straight		ᱥᱚᱡᱷᱮ	GATITOS	word			
straightforward		ᱢᱟᱲᱟᱝ ᱧᱮᱞᱚᱜᱼᱟ	GATITOS	word			
strain		ᱫᱟᱜ	GATITOS	word			
strange		ᱦᱟᱦᱟᱲᱟ	GATITOS	word			
stranger		ᱵᱟᱝ ᱵᱟᱰᱟᱭ	GATITOS	word			
strategy		ᱮᱥᱴᱹᱨᱮᱴᱤᱡᱤ	GATITOS	word			
straw		ᱥᱚᱴᱨᱚ	GATITOS	word			
strawberry		ᱥᱴᱨᱚᱵᱮᱨᱤ	GATITOS	word			
streak		ᱥᱴᱨᱤᱠ	GATITOS	word			
stream		ᱫᱷᱟᱨᱟ	GATITOS	word			
street		ᱨᱟᱥᱛᱟᱹ	GATITOS	word			ᱦᱨᱹ|GATITOS
strength		ᱫᱟᱲᱮ	GATITOS	word			
stress		ᱪᱤᱱᱛᱟ	GATITOS	word			
stretch		ᱡᱮᱞᱮᱱᱡ	GATITOS	word			
strict		ᱥᱛᱨᱤᱠᱴ	GATITOS	word			
strike		ᱦᱟᱨᱟᱵᱩᱨᱩ	GATITOS	word			
string		ᱥᱩᱛᱢ	GATITOS	word			
strip		ᱮᱳᱫ	GATITOS	word			
strive		ᱞᱟᱦᱟᱱᱛᱤ	GATITOS	word			
stroke		ᱜᱷᱟᱛ	GATITOS	word			
strong		ᱫᱟᱲᱮᱭᱟᱱ	GATITOS	word			
struck		ᱟᱠᱟᱴ	GATITOS	word			
structure		ᱜᱚᱬᱦᱚᱱ	GATITOS	word			
struggle		ᱦᱩᱞᱥᱟᱹᱭ	GATITOS	word			
struggling		ᱠᱚᱥᱴᱚᱠᱟᱱ	GATITOS	word			
stubborn		ᱡᱤᱫᱰᱤ	GATITOS	word			
stuck		ᱟᱴᱠᱟᱣ	GATITOS	word			
student	छात्र	ᱯᱟᱴᱹᱷᱳ	GATITOS	word			
study		ᱥᱴᱚᱰᱤ	GATITOS	word			
studying		ᱚᱞᱚᱹᱯᱟᱲᱦᱟᱣ	GATITOS	word			
stuff		ᱡᱤᱱᱤᱥ	GATITOS	word			
stunning		ᱦᱟᱦᱟᱲ	GATITOS	word			
stupid		ᱞᱮᱞᱦᱟ	GATITOS	word			ᱠᱚᱠᱞᱚ|GATITOS
style		ᱥᱟᱡᱟᱣ	GATITOS	word			
subject		ᱵᱤᱥᱚᱭ	GATITOS	word			ᱢᱩᱛᱟᱹᱱ|GATITOS;ᱥᱟᱛᱟᱢ|GATITOS
submission		ᱡᱢᱟ ᱠᱟᱹ	GATITOS	word			
submit		ᱡᱚᱢᱟ	GATITOS	word			
substance		ᱡᱤᱱᱤᱥ	GATITOS	word			
substitute		ᱚᱱᱩᱦᱣ	GATITOS	word			
subtle		ᱦᱟᱞᱠᱟ	GATITOS	word			
succeed		ᱡᱤᱛᱠᱟᱹᱨ	GATITOS	word		repaired:1	
success		ᱡᱤᱛᱠᱟᱹᱨ	GATITOS	word		repaired:1	
successful		ᱞᱟᱠᱪᱟᱨ	GATITOS	word			
such		ᱱᱚᱝᱠᱟᱱ	GATITOS	word			
such as		ᱮᱢᱟᱱ ᱠᱹ	GATITOS	word			
suck		ᱪᱯᱚᱡᱟᱹ	GATITOS	word			
sudden		ᱴᱟᱴᱠᱟ	GATITOS	word			
suddenly		ᱴᱟᱴᱠᱟ	GATITOS	word			
suffer		ᱥᱟᱥᱮᱛ ᱥᱟᱦᱟᱣ	GATITOS	word			
suffering		ᱠᱚᱥᱴᱳ	GATITOS	word			
sufficient		ᱵᱷᱤᱨᱯᱩᱨ	GATITOS	word			
Sugar	चीनी	ᱪᱤᱱᱤ	Hembram/Category	word	food		
Sugar candy	मिश्री	ᱢᱤᱥᱨᱤ ᱪᱤᱱᱤ	Hembram/Category	word	food		
suggest		ᱨᱮᱭ	GATITOS	word			
suggestion		ᱞᱮᱤᱞᱮᱠᱟᱱᱟ	GATITOS	word			
suit		ᱜᱚᱜ ᱜᱟᱵᱟᱱ	GATITOS	word			ᱥᱩᱴ|GATITOS
suitable		ᱞᱮᱠᱢᱟᱱ	GATITOS	word			
suitcase		ᱮᱴᱟᱪᱤ	GATITOS	word			
Sukuma		ᱥᱩᱠᱤᱢᱟ	Hembram/Glossary	word			
sum		ᱡᱚᱜ	GATITOS	word			
Sumerian		ᱥᱩᱢᱮᱨᱤᱭᱟᱹᱱ	Hembram/Glossary	word			
Sumero-Akkadian Cuneiform		ᱥᱩᱢᱮᱨᱚᱼᱟᱠᱟᱰᱤᱭᱟᱹᱱ ᱠᱩᱱᱮᱭᱯᱷᱚᱨᱢ	Hembram/Glossary	word			
summary		ᱥᱟᱨᱟᱱᱜᱦᱚ	GATITOS	word			
summer		ᱥᱤᱛᱝ	GATITOS	word			
summit		ᱥᱟᱢᱤᱴ	GATITOS	word			
sun		ᱵᱮᱲᱟᱸ	GATITOS	word			
Sundanese		ᱥᱩᱱᱰᱟᱱᱤᱡᱽ	Hembram/Glossary	word			
Sunday	रविवार	ᱥᱤᱸᱜᱩᱱ	Hembram/Category	word	calendar		ᱥᱤᱹᱯᱮ ᱢᱟᱦᱟ|GATITOS
sunny		ᱥᱤᱛᱚᱝ	GATITOS	word			
sunset		ᱵᱮᱲᱟ-ᱰᱩᱵᱩᱭ	GATITOS	word		hyphen:1	
sunshine		ᱤᱦᱩᱮᱫ	GATITOS	word			
super		ᱥᱚᱨᱮᱥ	GATITOS	word			
superior		ᱵᱷᱟᱜᱮ	GATITOS	word			
supervisor		ᱥᱩᱯᱚᱨᱣᱮᱡᱚᱨ	GATITOS	word			
supper		ᱟᱭᱩᱵ ᱨᱮᱱᱟ ᱡᱚᱢᱧᱩ	GATITOS	word		longer-than-source	
supply		ᱮᱢᱚᱜ	GATITOS	word			
support		ᱜᱚᱲᱚ	GATITOS	word			
suppose		ᱢᱮᱱᱠᱷᱟᱱ	GATITOS	word			ᱢᱮᱱᱫᱚ|GATITOS
supposed		ᱥᱟᱵ	GATITOS	word			
sure		ᱠᱷᱟᱹᱴᱤ	GATITOS	word			
surface		ᱚᱩ ᱨᱮ	GATITOS	word			
surge		ᱥᱟᱨᱡᱚ	GATITOS	word			
surgery		ᱥᱤᱨᱡᱚᱱ	GATITOS	word			
surname		ᱧᱩᱛᱩᱢ	GATITOS	word			
surprise		ᱪᱚᱢᱠᱟᱛ	GATITOS	word			
surprised		ᱪᱚᱢᱠᱟᱳᱮᱱ	GATITOS	word			
surrender		ᱥᱟᱨᱮᱱᱰᱟᱨ	GATITOS	word			
surrounding		ᱪᱟᱹᱨᱤᱭᱟᱹᱲ	GATITOS	word		repaired:2	
surveillance		ᱱᱚᱡᱨ	GATITOS	word			
survey		ᱥᱩᱨᱵᱷᱮ	GATITOS	word			ᱥᱩᱨᱵᱷᱮ-ᱫᱟᱠᱳ|GATITOS
survive		ᱵᱟᱱᱪᱟᱳ	GATITOS	word			
suspect		ᱥᱚᱱᱫᱮᱦᱚ	GATITOS	word			ᱥᱚᱱᱫᱮᱦᱟᱭ|GATITOS
suspended		ᱵᱟᱛᱤᱞᱟᱠᱟᱱ	GATITOS	word			
suspicious		ᱩᱢᱟᱹᱱ	GATITOS	word		repaired:1	
sustain		ᱥᱟᱥᱴᱮᱱ	GATITOS	word			
sustainability		ᱛᱷᱟᱢᱜᱟᱲᱤ	GATITOS	word			
sustainable		ᱛᱷᱟᱢᱜᱟᱲᱤ	GATITOS	word			
Susu		ᱥᱩᱥᱩ	Hembram/Glossary	word			
swag		ᱥᱭᱟᱜ	GATITOS	word			
Swahili		ᱥᱣᱟᱦᱤᱞᱤ	Hembram/Glossary	word			
swallow		ᱩᱫ	GATITOS	word			
Swan	हंस	ᱢᱟᱨᱟᱝ ᱜᱮᱰᱮ	Hembram/Category	word	bird		
swap		ᱡᱚᱹ	GATITOS	word			
Swati		ᱥᱣᱟᱛᱤ	Hembram/Glossary	word			
swear		ᱥᱟᱨᱤᱛᱮ	GATITOS	word			
sweat		ᱩᱫᱜᱟᱨ	GATITOS	word			
sweater		ᱥᱣᱮᱴᱚᱨ	GATITOS	word			
Swedish		ᱥᱣᱮᱫᱤᱥ	Hembram/Glossary	word			
sweep		ᱡᱚᱹ	GATITOS	word			
sweet		ᱥᱤᱵᱤᱞ	Hembram/Glossary	word			ᱦᱮᱲᱮᱢ|GATITOS
sweet dreams		ᱥᱤᱵᱤᱞ ᱠᱩᱠᱢᱩ	GATITOS	word			
sweet tooth		ᱯᱷᱯᱨᱟ	GATITOS	word			
sweetheart		ᱫᱩᱞᱟᱨᱤᱭᱟ	GATITOS	word			
swell		ᱥᱩᱞᱩᱠ	GATITOS	word			
swelling		ᱯᱷᱩᱞᱟᱣ	GATITOS	word			
swim		ᱯᱟᱭᱨᱟ	GATITOS	word			
swimming		ᱯᱟᱭᱨᱟ	GATITOS	word			
swing		ᱫᱚᱞᱳᱹ	GATITOS	word			ᱫᱚᱞᱳᱹᱭ|GATITOS
Swiss French		ᱥᱩᱣᱤᱥ ᱯᱷᱨᱮᱧᱪ	Hembram/Glossary	word			
Swiss German		ᱥᱣᱤᱥ ᱡᱟᱹᱨᱢᱟᱹᱱ	Hembram/Glossary	word			
Swiss High German		ᱥᱩᱣᱤᱥ ᱦᱟᱤ ᱡᱟᱨᱢᱟᱱ	Hembram/Glossary	word			
switch		ᱥᱩᱮᱪ	GATITOS	word			
swollen		ᱯᱷᱩᱞᱟᱳ	GATITOS	word			
sword		ᱛᱞᱚᱭᱟᱨ	GATITOS	word			
Syloti Nagri		ᱥᱟᱭᱞᱚᱛᱤ ᱱᱟᱜᱽᱨᱤ	Hembram/Glossary	word			
symbol		ᱪᱤᱱᱟᱛ	GATITOS	word			
Symbols		ᱪᱤᱱᱦᱟᱹ	Hembram/Glossary	word			
sympathy		ᱫᱚᱨᱫ	GATITOS	word			
symptoms		ᱥᱤᱢᱴᱚᱢ	GATITOS	word			
Syriac		ᱥᱭᱨᱤᱭᱟᱠ	Hembram/Glossary	word			
Syrup	चाशनी	ᱥᱚᱨᱵᱚᱛ	Hembram/Category	word	food		
system		ᱥᱤᱥᱴᱮᱢ	GATITOS	word			
table		ᱴᱮᱵᱤᱞ	GATITOS	word			
Tachelhit		ᱴᱟᱠᱪᱮᱞᱦᱤᱛ	Hembram/Glossary	word			
tackle		ᱥᱟᱢᱲᱟᱳ	GATITOS	word			
tag		ᱴᱮᱜ	GATITOS	word			
Tagalog		ᱴᱟᱜᱟᱞᱚᱜ	Hembram/Glossary	word			
Tagbanwa		ᱴᱟᱜᱽᱵᱟᱱᱣᱟ	Hembram/Glossary	word			
Tahitian		ᱴᱟᱤᱚᱳᱮᱚᱯᱳᱮ	Hembram/Glossary	word			
Tai Le		ᱛᱟᱭ ᱞᱮ	Hembram/Glossary	word			
Tai Viet		ᱛᱟᱭ ᱵᱷᱤᱭᱮᱛ	Hembram/Glossary	word			
tail		ᱪᱩᱯᱤ	GATITOS	word			
Taita		ᱴᱟᱭᱴᱟ	Hembram/Glossary	word			
Tajik		ᱛᱟᱡᱤᱠ	Hembram/Glossary	word			
take		ᱦᱟᱛᱟᱣ	GATITOS	word			
take away		ᱮᱰᱤ ᱩᱛᱨ	GATITOS	word			
take care		ᱡᱚᱛᱚᱱ	GATITOS	word			
take off		ᱩᱰᱟᱣ	GATITOS	word			
taken		ᱦᱟᱛᱟᱳ	GATITOS	word			
Takri		ᱴᱟᱠᱨᱤ	Hembram/Glossary	word			
talk		ᱨᱲ	GATITOS	word			ᱨᱲ-ᱰᱟᱭ|GATITOS
talkative		ᱨᱚᱲ	GATITOS	word			
tall		ᱩᱥᱩᱞ	GATITOS	word			
Talysh		ᱛᱟᱞᱤᱥ	Hembram/Glossary	word			
Tamarind	इमली	ᱡᱚᱡᱚ ᱡᱚ	Hembram/Category	word	food		
Tamashek		ᱛᱟᱢᱟᱥᱮᱠᱷ	Hembram/Glossary	word			
Tamil		ᱛᱟᱢᱤᱞ	Hembram/Glossary	word			
Tangut		ᱴᱟᱝᱜᱩᱴ	Hembram/Glossary	word			
tap		ᱴᱮᱯ	GATITOS	word			
tape		ᱛᱮᱯ	GATITOS	word			
target		ᱡᱚᱥ	GATITOS	word			
Taroko		ᱛᱟᱨᱚᱠᱚ	Hembram/Glossary	word			
Tasawaq		ᱛᱟᱮᱟᱣᱟᱠ	Hembram/Glossary	word			
task		ᱠᱟᱢᱤ	GATITOS	word			
taste		ᱥᱟᱫᱹ	GATITOS	word			
tasty		ᱥᱤᱵᱤᱞ	GATITOS	word			
Tatar		ᱴᱟᱴᱚᱨ	Hembram/Glossary	word			
taught		ᱦᱩᱫᱤᱥ	GATITOS	word			
Tea	चाय	ᱪᱟᱭ	Hembram/Category	word	food		ᱪᱟ|GATITOS
teach		ᱪᱮᱢᱮᱫ	GATITOS	word			
Teacher	शिक्षक	ᱢᱟᱪᱮᱛ	Hembram/Category	word	family		ᱢᱟᱪᱮᱫ|GATITOS
team		ᱫᱚᱞ	GATITOS	word			
tear		ᱚᱲᱮ	GATITOS	word			
tears		ᱢᱮᱸᱫ ᱫᱟᱦ	GATITOS	word			
tease		ᱡᱟᱞᱟᱛᱱ	GATITOS	word			
technology		ᱴᱮᱠᱱᱚᱞᱚᱡᱤ	GATITOS	word			
teeth		ᱫᱟᱴᱟ	GATITOS	word			
tell	बताओ	ᱞᱟᱹᱭ	GATITOS	word			
tell me		ᱞᱮᱤ ᱢᱮ	GATITOS	word			
Telugu		ᱛᱮᱞᱜᱩ	Hembram/Glossary	word			
temper		ᱨᱟᱸᱜᱟᱣ	GATITOS	word			
temperature		ᱛᱮᱢᱯᱟᱨᱮᱪᱟᱨ	GATITOS	word			
temple		ᱢᱚᱱᱫᱤᱨ	Hembram/OpenDict	word			
temporary		ᱴᱮᱢᱯᱨᱳᱨᱤ	GATITOS	word			
ten	दस	ᱜᱮᱞ	Hembram/Numerals	numeral	num		
ten lac		ᱜᱮᱞᱢᱚᱲᱚᱭ	Hembram/OpenDict	word	number		
ten thousand		ᱜᱮᱞᱥᱟᱥᱟᱭ	Hembram/OpenDict	word	number		ᱢᱤᱫ ᱥᱟᱥᱟᱭ|GATITOS
tenant		ᱵᱷᱟᱲᱟ	GATITOS	word			
tend		ᱜᱟᱞᱢᱟᱨᱟᱳ	GATITOS	word			
tendency		ᱴᱮᱱᱰᱮᱱᱥᱤ	GATITOS	word			
tender		ᱱᱚᱨᱚᱢ'	GATITOS	word			
Tengwar		ᱴᱮᱝᱣᱟᱨ	Hembram/Glossary	word			
tense		ᱴᱮᱱᱥ	GATITOS	word			
tension		ᱪᱤᱱᱛᱟ	GATITOS	word			
tent		ᱛᱟᱹᱵᱩ	GATITOS	word			
tentative		ᱯᱤᱨᱤᱯᱳᱥᱤᱥᱱ	GATITOS	word			
Tereno		ᱛᱮᱨᱮᱱᱚ	Hembram/Glossary	word			
term		ᱭᱜᱭ᱗	GATITOS	word			
terms		ᱴᱟᱨᱢᱥ	GATITOS	word			
terrible		ᱵᱚᱛᱚᱨᱟᱱ	GATITOS	word			
terrific		ᱵᱟᱲᱤᱡ	GATITOS	word			
territory		ᱤᱞᱟᱠᱟ	GATITOS	word			
Teso		ᱴᱮᱥᱚ	Hembram/Glossary	word			
test		ᱴᱮᱥᱴ	GATITOS	word			ᱴᱮᱥᱴᱟᱭ|GATITOS
Tetum		ᱴᱮᱴᱩᱢ	Hembram/Glossary	word			
text		ᱞᱤᱠᱷᱱ	GATITOS	word			ᱚᱞ|GATITOS
Thaana		ᱛᱷᱟᱱᱟ	Hembram/Glossary	word			
Thai		ᱛᱷᱟᱭ	Hembram/Glossary	word			
than		ᱛᱚᱵᱮ	GATITOS	word			
thank		ᱟᱭᱢᱟ ᱫᱷᱟᱣ	GATITOS	word			
thank you	धन्यवाद	ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱳ ᱥᱟᱨᱦᱟᱣ	GATITOS	word			
Thank you for your patience while we investigate shipment		ᱡᱚᱠᱷᱚᱱ ᱦᱟᱵᱤᱜ ᱟᱞᱮ ᱥᱤᱯᱢᱮᱸᱴ ᱨᱮᱭᱟᱜ ᱞᱮ ᱡᱟᱸᱪᱫᱟ	GATITOS	word		synonyms:2	ᱛᱚᱠᱷᱚᱱ ᱦᱟᱵᱤᱜ ᱛᱟᱝᱜᱤ ᱞᱟᱹᱜᱤᱫ ᱟᱢᱟᱜ ᱟᱰᱤ ᱥᱟᱨᱦᱟᱣ|GATITOS
thank you so much		ᱟᱭᱢᱟ ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱣ	GATITOS	word			
thank you very much		ᱟᱭᱢᱟ ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱣ ᱾	GATITOS	word			
thanks		ᱟᱭᱢᱟ ᱥᱟᱨᱦᱟᱣ	GATITOS	word			
Thanks for using our app		ᱟᱞᱮᱭᱟᱹ ᱮᱯ ᱵᱮᱵᱦᱟᱨ ᱞᱟᱜᱤᱛ ᱥᱟᱨᱦᱟᱶ ᱜᱮ	GATITOS	word			
that		ᱚᱱᱟ	Hembram/Glossary	word			ᱩᱱᱤ|Hembram/Glossary
that is		ᱚᱱᱟ ᱴᱟ	GATITOS	word			
That person left him in the forest.		ᱩᱱᱤ ᱦᱚᱲ ᱵᱤᱨ ᱨᱮ ᱟᱲᱟᱜ ᱠᱮᱫᱮᱭᱟᱭ ᱾	Hembram/Sentences	sentence			
That was big.		ᱚᱱᱟ ᱫᱚ ᱢᱟᱨᱟᱝ ᱜᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾	Hembram/Sentences	sentence		longer-than-source	
That was small.		ᱚᱱᱟ ᱫᱚ ᱦᱚᱯᱚᱱ ᱜᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾	Hembram/Sentences	sentence		longer-than-source	
That was very big.		ᱚᱱᱟ ᱫᱚ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱜᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾	Hembram/Sentences	sentence		longer-than-source	
That was very small.		ᱚᱱᱟ ᱫᱚ ᱟᱹᱰᱤ ᱦᱚᱯᱚᱱ ᱜᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾	Hembram/Sentences	sentence		longer-than-source	
that's good		ᱱᱟᱯᱟᱭ ᱜᱮᱭᱟ	GATITOS	word			
the		ᱫ	GATITOS	word			
Thee		ᱟᱢ	Hembram/Glossary	word			
theft		ᱠᱩᱢᱰᱩ	GATITOS	word			
Their		ᱩᱱᱠᱩᱣᱟᱜ	Hembram/Glossary	word			ᱦᱟᱱᱰᱮ|GATITOS
Their is a vehicle to the right.		ᱡᱚᱡᱚᱢ ᱛᱤ ᱯᱟᱦᱟᱹᱴᱟ ᱥᱮᱫ ᱜᱟᱰᱟ ᱢᱮᱱᱟᱜᱼᱟ ᱾	Hembram/Sentences	sentence			
Them		ᱩᱱᱠᱩ ᱠᱚ	Hembram/Glossary	word			ᱩᱱᱠᱩ|GATITOS
theme		ᱛᱷᱤᱢ	GATITOS	word			
Themselves		ᱩᱱᱠᱩ ᱜᱮ	Hembram/Glossary	word			ᱩᱱᱠᱩ ᱨᱮ|GATITOS
then		ᱚᱱᱟ ᱛᱟᱭᱱᱚᱢ	GATITOS	word			
theory		ᱛᱚᱨᱡᱚᱢᱟ	GATITOS	word			
There		ᱦᱟᱸᱰᱮ	Hembram/Glossary	word			ᱚᱱᱰᱮ|GATITOS
there are		ᱩᱱᱠᱩ ᱫᱚ	GATITOS	word			
there is		ᱚᱱᱟ ᱫᱚ ᱠᱟᱱᱟ	GATITOS	word			
There is a big rock in the middle of the river.		ᱜᱟᱰᱟ ᱛᱟᱞᱟ ᱨᱮ ᱢᱟᱨᱟᱝ ᱫᱷᱤᱨᱤ ᱢᱮᱱᱟᱜᱼᱟ ᱾	Hembram/Sentences	sentence			
therefore		ᱚᱱᱟᱛᱮ	GATITOS	word			
These		ᱱᱚᱶᱟ ᱠᱚ	Hembram/Glossary	word			ᱱᱚᱣᱟ|GATITOS
These are colours		ᱱᱚᱶᱟ ᱠᱚ ᱫᱚ ᱨᱚᱝ ᱠᱟᱱᱟ	Hembram/Glossary	word		longer-than-source	
These are names.		ᱱᱚᱶᱟ ᱠᱚ ᱫᱚ ᱧᱩᱛᱩᱢ ᱠᱟᱱᱟ ᱾	Hembram/Sentences	sentence		longer-than-source	
These are ok.		ᱱᱚᱶᱟ ᱠᱚ ᱫᱚ ᱴᱷᱤᱠ ᱠᱟᱱᱟ ᱾	Hembram/Sentences	sentence		longer-than-source	
These crop fields are mine.		ᱱᱚᱶᱟ ᱵᱟᱹᱫ ᱠᱚ ᱫᱚ ᱤᱧᱟᱜ ᱠᱟᱱᱟ ᱾	Hembram/Sentences	sentence		longer-than-source	
They		ᱩᱱᱠᱩ	Hembram/Glossary	word			
they are		ᱩᱱᱠᱳ-ᱫᱚ	GATITOS	word		hyphen:1	
thick		ᱢᱚᱴᱟ	GATITOS	word			
thief		ᱠᱩᱢᱲᱩ	GATITOS	word			
Thigh	जाँघ	ᱵᱩᱞᱩ	Hembram/Category	word	body	synonyms:2	ᱫᱷᱟᱲᱟ|Hembram/Category;ᱫᱷᱟᱲᱟ|Hembram/OpenDict;ᱫᱷᱟᱲᱟ|Hembram/Glossary;ᱛᱷᱟᱲᱟ|GATITOS
thin		ᱯᱟᱛᱞᱟ	GATITOS	word			
thing		ᱡᱤᱱᱤᱥ	GATITOS	word			
things		ᱡᱤᱱᱤᱥ	GATITOS	word			
think		ᱦᱩᱫᱤᱥ	GATITOS	word			ᱪᱤᱱᱛᱟ|GATITOS
third		ᱯᱮᱹᱵᱟᱨ	GATITOS	word			
thirsty		ᱛᱮᱛᱟᱝ	GATITOS	word			
thirteen	तेरह	ᱜᱮᱞ ᱯᱮ	Hembram/Numerals	numeral	num		
thirty	तीस	ᱯᱮ ᱜᱮᱞ	Hembram/Numerals	numeral	num		
